stateHash,stateValue
<SimWorld.SAP object at 0x000001842445B988>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424461908>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424468888>,-2.253071416163014
<SimWorld.SAP object at 0x00000184244B1808>,-2.5286996814399707
<SimWorld.SAP object at 0x00000184244B8708>,-2.838046780516241
<SimWorld.SAP object at 0x00000184244BE688>,-3.1852376885704166
<SimWorld.SAP object at 0x00000184244C5E08>,-3.574902007374205
<SimWorld.SAP object at 0x00000184244CCD88>,-4.012235698512014
<SimWorld.SAP object at 0x00000184244D1F88>,-4.503070368700352
<SimWorld.SAP object at 0x00000184244D7F08>,-5.05395103108906
<SimWorld.SAP object at 0x00000184244DCE08>,-5.672223379449001
<SimWorld.SAP object at 0x00000184244E3D88>,-6.366131739000001
<SimWorld.SAP object at 0x00000184244E7D08>,-7.144929
<SimWorld.SAP object at 0x00000184244F0208>,-8.019
<SimWorld.SAP object at 0x00000184244FAB08>,-9.0
<SimWorld.SAP object at 0x00000184243F4D88>,-0.4477780640956344
<SimWorld.SAP object at 0x00000184244025C8>,-0.5025567498267501
<SimWorld.SAP object at 0x000001842450E808>,-0.5640367562589788
<SimWorld.SAP object at 0x000001842451BB08>,-0.6330378858125464
<SimWorld.SAP object at 0x0000018424521CC8>,-0.7104802309905122
<SimWorld.SAP object at 0x000001842451EDC8>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424512C48>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424529B88>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424536B08>,-1.1273043480766012
<SimWorld.SAP object at 0x000001842453CC88>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424541B08>,-1.4199915958142353
<SimWorld.SAP object at 0x000001842454D948>,-1.5937054947410048
<SimWorld.SAP object at 0x00000184245538C8>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424553F08>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424559E08>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424554D88>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424566D08>,-2.838046780516241
<SimWorld.SAP object at 0x000001842456DC88>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424572C08>,-3.574902007374205
<SimWorld.SAP object at 0x00000184244A5548>,-4.012235698512014
<SimWorld.SAP object at 0x000001842449CB48>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424488B48>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424904448>,-5.672223379449001
<SimWorld.SAP object at 0x00000184249001C8>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424913F48>,-7.144929
<SimWorld.SAP object at 0x0000018424922308>,-8.019
<SimWorld.SAP object at 0x000001842492CF48>,-9.0
<SimWorld.SAP object at 0x00000184244F6F08>,-0.39897025510921025
<SimWorld.SAP object at 0x00000184232AEC08>,-0.4477780640956344
<SimWorld.SAP object at 0x00000184232C0F88>,-0.5025567498267501
<SimWorld.SAP object at 0x00000184232D5408>,-0.5640367562589788
<SimWorld.SAP object at 0x00000184232E0448>,-0.6330378858125464
<SimWorld.SAP object at 0x00000184232F1C48>,-0.7104802309905122
<SimWorld.SAP object at 0x00000184232F6508>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018423312348>,-0.8949455031554001
<SimWorld.SAP object at 0x000001842332F748>,-1.0044281741362515
<SimWorld.SAP object at 0x000001842332F648>,-1.1273043480766012
<SimWorld.SAP object at 0x00000184245DEE88>,-1.2652125118704836
<SimWorld.SAP object at 0x00000184245F1C48>,-1.4199915958142353
<SimWorld.SAP object at 0x00000184245FB748>,-1.5937054947410048
<SimWorld.SAP object at 0x00000184245F6F48>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424607E08>,-2.0074866318012456
<SimWorld.SAP object at 0x000001842460F808>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424611408>,-2.5286996814399707
<SimWorld.SAP object at 0x000001842461CEC8>,-2.838046780516241
<SimWorld.SAP object at 0x00000184246259C8>,-3.1852376885704166
<SimWorld.SAP object at 0x000001842462E4C8>,-3.574902007374205
<SimWorld.SAP object at 0x0000018424631E88>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424639988>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424644488>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424638F48>,-5.672223379449001
<SimWorld.SAP object at 0x000001842464FA48>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424657288>,-7.144929
<SimWorld.SAP object at 0x000001842465AD48>,-8.019
<SimWorld.SAP object at 0x0000018424664848>,-9.0
<SimWorld.SAP object at 0x00000184232714C8>,-0.3554824973023064
<SimWorld.SAP object at 0x0000018423283F48>,-0.39897025510921025
<SimWorld.SAP object at 0x0000018424677D88>,-0.4477780640956344
<SimWorld.SAP object at 0x00000184246889C8>,-0.5025567498267501
<SimWorld.SAP object at 0x00000184246934C8>,-0.5640367562589788
<SimWorld.SAP object at 0x0000018424696FC8>,-0.6330378858125464
<SimWorld.SAP object at 0x000001842469EAC8>,-0.7104802309905122
<SimWorld.SAP object at 0x00000184246A85C8>,-0.7973964433114615
<SimWorld.SAP object at 0x00000184246A8C08>,-0.8949455031554001
<SimWorld.SAP object at 0x000001842468EFC8>,-1.0044281741362515
<SimWorld.SAP object at 0x00000184246A3E88>,-1.1273043480766012
<SimWorld.SAP object at 0x00000184246B6DC8>,-1.2652125118704836
<SimWorld.SAP object at 0x00000184246B9D48>,-1.4199915958142353
<SimWorld.SAP object at 0x00000184246BFCC8>,-1.5937054947410048
<SimWorld.SAP object at 0x00000184246C5C48>,-1.78867058893491
<SimWorld.SAP object at 0x00000184246CBBC8>,-2.0074866318012456
<SimWorld.SAP object at 0x00000184246D1B48>,-2.253071416163014
<SimWorld.SAP object at 0x00000184246D7AC8>,-2.5286996814399707
<SimWorld.SAP object at 0x00000184246D7F48>,-2.838046780516241
<SimWorld.SAP object at 0x00000184246E1F48>,-3.1852376885704166
<SimWorld.SAP object at 0x00000184246DCF88>,-3.574902007374205
<SimWorld.SAP object at 0x00000184246EDF08>,-4.012235698512014
<SimWorld.SAP object at 0x00000184246F3E88>,-4.503070368700352
<SimWorld.SAP object at 0x00000184246FAE08>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424702D88>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424709D08>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424706C88>,-7.144929
<SimWorld.SAP object at 0x0000018424707C08>,-8.019
<SimWorld.SAP object at 0x000001842470EB88>,-9.0
<SimWorld.SAP object at 0x00000184246689C8>,-0.2822108004408523
<SimWorld.SAP object at 0x0000018424670108>,-0.31673490509635494
<SimWorld.SAP object at 0x0000018424671288>,-0.3554824973023064
<SimWorld.SAP object at 0x0000018424739488>,-0.39897025510921025
<SimWorld.SAP object at 0x000001842474B648>,-0.4477780640956344
<SimWorld.SAP object at 0x0000018424750748>,-0.5025567498267501
<SimWorld.SAP object at 0x00000184247575C8>,-0.5640367562589788
<SimWorld.SAP object at 0x00000184247578C8>,-0.6330378858125464
<SimWorld.SAP object at 0x000001842475FAC8>,-0.7104802309905122
<SimWorld.SAP object at 0x0000018424764488>,-0.7973964433114615
<SimWorld.SAP object at 0x000001842476B948>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424770908>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424777888>,-1.1273043480766012
<SimWorld.SAP object at 0x000001842477D808>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424783708>,-1.4199915958142353
<SimWorld.SAP object at 0x000001842478B688>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424790E08>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424797D88>,-2.0074866318012456
<SimWorld.SAP object at 0x000001842479DF88>,-2.253071416163014
<SimWorld.SAP object at 0x00000184247A3F08>,-2.5286996814399707
<SimWorld.SAP object at 0x00000184247ACE08>,-2.838046780516241
<SimWorld.SAP object at 0x00000184247A4D88>,-3.1852376885704166
<SimWorld.SAP object at 0x00000184247B6F48>,-3.574902007374205
<SimWorld.SAP object at 0x00000184247B9C88>,-4.012235698512014
<SimWorld.SAP object at 0x00000184247BCC08>,-4.503070368700352
<SimWorld.SAP object at 0x00000184247CBB88>,-5.05395103108906
<SimWorld.SAP object at 0x00000184247CBFC8>,-5.672223379449001
<SimWorld.SAP object at 0x00000184247D2F48>,-6.366131739000001
<SimWorld.SAP object at 0x00000184247B0F88>,-7.144929
<SimWorld.SAP object at 0x00000184247DFFC8>,-8.019
<SimWorld.SAP object at 0x00000184247E6F48>,-9.0
<SimWorld.SAP object at 0x00000184247289C8>,-0.4477780640956344
<SimWorld.SAP object at 0x0000018424730908>,-0.5025567498267501
<SimWorld.SAP object at 0x0000018424801588>,-0.5640367562589788
<SimWorld.SAP object at 0x000001842480C808>,-0.6330378858125464
<SimWorld.SAP object at 0x00000184248059C8>,-0.7104802309905122
<SimWorld.SAP object at 0x000001842481AAC8>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424821948>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424821F48>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424818E48>,-1.1273043480766012
<SimWorld.SAP object at 0x000001842482D808>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424833CC8>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424839C88>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424840C08>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424845B88>,-2.0074866318012456
<SimWorld.SAP object at 0x000001842484CB08>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424853A88>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424859A08>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424860988>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424866908>,-3.574902007374205
<SimWorld.SAP object at 0x000001842486D888>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424874808>,-4.503070368700352
<SimWorld.SAP object at 0x000001842487A688>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424880608>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424887E08>,-6.366131739000001
<SimWorld.SAP object at 0x000001842488FD88>,-7.144929
<SimWorld.SAP object at 0x0000018424895F88>,-8.019
<SimWorld.SAP object at 0x000001842489C408>,-9.0
<SimWorld.SAP object at 0x00000184247D4D88>,-0.4477780640956344
<SimWorld.SAP object at 0x00000184247EDC88>,-0.5025567498267501
<SimWorld.SAP object at 0x00000184248B7EC8>,-0.5640367562589788
<SimWorld.SAP object at 0x00000184248BCCC8>,-0.6330378858125464
<SimWorld.SAP object at 0x00000184248C3F08>,-0.7104802309905122
<SimWorld.SAP object at 0x00000184248CCF88>,-0.7973964433114615
<SimWorld.SAP object at 0x00000184248CFE08>,-0.8949455031554001
<SimWorld.SAP object at 0x00000184248D6D48>,-1.0044281741362515
<SimWorld.SAP object at 0x00000184248CACC8>,-1.1273043480766012
<SimWorld.SAP object at 0x00000184248DBE48>,-1.2652125118704836
<SimWorld.SAP object at 0x00000184248E1CC8>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424931B08>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424937C88>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424933A08>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424939988>,-2.253071416163014
<SimWorld.SAP object at 0x000001842493E908>,-2.5286996814399707
<SimWorld.SAP object at 0x000001842493EF48>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424945E48>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424956DC8>,-3.574902007374205
<SimWorld.SAP object at 0x000001842495CD48>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424964CC8>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424969C48>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424971BC8>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424977B48>,-6.366131739000001
<SimWorld.SAP object at 0x000001842497CAC8>,-7.144929
<SimWorld.SAP object at 0x0000018424984A48>,-8.019
<SimWorld.SAP object at 0x000001842498A9C8>,-9.0
<SimWorld.SAP object at 0x00000184248A8348>,-0.39897025510921025
<SimWorld.SAP object at 0x00000184248B03C8>,-0.4477780640956344
<SimWorld.SAP object at 0x00000184249A3C88>,-0.5025567498267501
<SimWorld.SAP object at 0x00000184249A9F08>,-0.5640367562589788
<SimWorld.SAP object at 0x00000184249B2948>,-0.6330378858125464
<SimWorld.SAP object at 0x00000184249C2408>,-0.7104802309905122
<SimWorld.SAP object at 0x00000184249C2948>,-0.7973964433114615
<SimWorld.SAP object at 0x00000184249C7808>,-0.8949455031554001
<SimWorld.SAP object at 0x00000184249CE708>,-1.0044281741362515
<SimWorld.SAP object at 0x00000184249D3688>,-1.1273043480766012
<SimWorld.SAP object at 0x00000184249DAD88>,-1.2652125118704836
<SimWorld.SAP object at 0x00000184249E1FC8>,-1.4199915958142353
<SimWorld.SAP object at 0x00000184249E7F48>,-1.5937054947410048
<SimWorld.SAP object at 0x00000184249EEE48>,-1.78867058893491
<SimWorld.SAP object at 0x00000184249F3DC8>,-2.0074866318012456
<SimWorld.SAP object at 0x00000184249F5D48>,-2.253071416163014
<SimWorld.SAP object at 0x00000184249FACC8>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424A06C48>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424A0DBC8>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424A12E88>,-3.574902007374205
<SimWorld.SAP object at 0x0000018424A12A48>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424A1BF08>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424A18F48>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424A1FF88>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424A2DF08>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424A31E88>,-7.144929
<SimWorld.SAP object at 0x0000018424A36E08>,-8.019
<SimWorld.SAP object at 0x0000018424A40D88>,-9.0
<SimWorld.SAP object at 0x0000018424997688>,-0.39897025510921025
<SimWorld.SAP object at 0x000001842499FF48>,-0.4477780640956344
<SimWorld.SAP object at 0x0000018424A5C388>,-0.5025567498267501
<SimWorld.SAP object at 0x0000018424A60608>,-0.5640367562589788
<SimWorld.SAP object at 0x0000018424A717C8>,-0.6330378858125464
<SimWorld.SAP object at 0x0000018424A778C8>,-0.7104802309905122
<SimWorld.SAP object at 0x0000018424A77E08>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424A7DCC8>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424A83C48>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424A70608>,-1.1273043480766012
<SimWorld.SAP object at 0x0000018424A82AC8>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424A95A88>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424A9CA08>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424AA3988>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424AA8908>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424AAF888>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424AB6808>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424ABC708>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424AC4D88>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424ACAE08>,-3.574902007374205
<SimWorld.SAP object at 0x0000018424AD1D88>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424AD6F88>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424ADDF08>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424AE4E08>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424AEBD88>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424ACE288>,-7.144929
<SimWorld.SAP object at 0x0000018424AF3208>,-8.019
<SimWorld.SAP object at 0x0000018424AFFB08>,-9.0
<SimWorld.SAP object at 0x0000018424A4EBC8>,-0.5025567498267501
<SimWorld.SAP object at 0x0000018424A54B08>,-0.5640367562589788
<SimWorld.SAP object at 0x0000018424B15708>,-0.6330378858125464
<SimWorld.SAP object at 0x0000018424B1FB88>,-0.7104802309905122
<SimWorld.SAP object at 0x0000018424B26D48>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424B2CE48>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424B33CC8>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424B30C08>,-1.1273043480766012
<SimWorld.SAP object at 0x0000018424B37B88>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424B46D08>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424B42B88>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424B489C8>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424B59B48>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424B3B8C8>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424B5B848>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424B607C8>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424B60E08>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424B72D08>,-3.574902007374205
<SimWorld.SAP object at 0x0000018424B79C88>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424B7FC08>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424B87B88>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424B8CB08>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424B93A88>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424B9AA08>,-7.144929
<SimWorld.SAP object at 0x0000018424BA0988>,-8.019
<SimWorld.SAP object at 0x0000018424BA7908>,-9.0
<SimWorld.SAP object at 0x0000018424B050C8>,-0.4477780640956344
<SimWorld.SAP object at 0x0000018424B13288>,-0.5025567498267501
<SimWorld.SAP object at 0x0000018424BBECC8>,-0.5640367562589788
<SimWorld.SAP object at 0x0000018424BC2E48>,-0.6330378858125464
<SimWorld.SAP object at 0x0000018424BC3A88>,-0.7104802309905122
<SimWorld.SAP object at 0x0000018424BDB548>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424BDBA88>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424BE1948>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424BE78C8>,-1.1273043480766012
<SimWorld.SAP object at 0x0000018424BEF288>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424BF4EC8>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424BFB688>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424C02E08>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424C07D88>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424C0FF88>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424C13F08>,-2.5286996814399707
<SimWorld.SAP object at 0x0000018424C1BF48>,-2.838046780516241
<SimWorld.SAP object at 0x0000018424C05D88>,-3.1852376885704166
<SimWorld.SAP object at 0x0000018424C23D08>,-3.574902007374205
<SimWorld.SAP object at 0x0000018424C2FFC8>,-4.012235698512014
<SimWorld.SAP object at 0x0000018424C30F48>,-4.503070368700352
<SimWorld.SAP object at 0x0000018424C35B88>,-5.05395103108906
<SimWorld.SAP object at 0x0000018424C35FC8>,-5.672223379449001
<SimWorld.SAP object at 0x0000018424C40F48>,-6.366131739000001
<SimWorld.SAP object at 0x0000018424C3BF88>,-7.144929
<SimWorld.SAP object at 0x0000018424C49FC8>,-8.019
<SimWorld.SAP object at 0x0000018424C56F48>,-9.0
<SimWorld.SAP object at 0x0000018424BB2748>,-0.25144982319279935
<SimWorld.SAP object at 0x0000018424BB9948>,-0.2822108004408523
<SimWorld.SAP object at 0x0000018424C78A88>,-0.31673490509635494
<SimWorld.SAP object at 0x0000018424C7E888>,-0.3554824973023064
<SimWorld.SAP object at 0x0000018424C73C48>,-0.39897025510921025
<SimWorld.SAP object at 0x0000018424C74B48>,-0.4477780640956344
<SimWorld.SAP object at 0x0000018424C929C8>,-0.5025567498267501
<SimWorld.SAP object at 0x0000018424C7A908>,-0.5640367562589788
<SimWorld.SAP object at 0x0000018424C93888>,-0.6330378858125464
<SimWorld.SAP object at 0x0000018424CA5A08>,-0.7104802309905122
<SimWorld.SAP object at 0x0000018424CAB888>,-0.7973964433114615
<SimWorld.SAP object at 0x0000018424CB26C8>,-0.8949455031554001
<SimWorld.SAP object at 0x0000018424CB8648>,-1.0044281741362515
<SimWorld.SAP object at 0x0000018424CB8988>,-1.1273043480766012
<SimWorld.SAP object at 0x0000018424CBEB88>,-1.2652125118704836
<SimWorld.SAP object at 0x0000018424CC5B08>,-1.4199915958142353
<SimWorld.SAP object at 0x0000018424CCAA88>,-1.5937054947410048
<SimWorld.SAP object at 0x0000018424CD1A08>,-1.78867058893491
<SimWorld.SAP object at 0x0000018424CD6988>,-2.0074866318012456
<SimWorld.SAP object at 0x0000018424CDD908>,-2.253071416163014
<SimWorld.SAP object at 0x0000018424CE4888>,-2.5286996814399707
