stateHash,stateValue
"[[0], [0, 0], [1, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 1], [1]]",-0.3789772779838193
"[[0], [0, 0], [0, 0, 1], [1, 0, 1, 0], [1, 1, 0], [1, 1], [1]]",-0.31497241800225223
"[[0], [0, 0], [0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]",-1.0024470148500737
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [1, 1, 0], [1, 0], [1]]",5.495390000000001
"[[0], [0, 0], [0, 0, 0], [0, 0, 1, 0], [1, 1, 0], [1, 0], [1]]",-0.10539
"[[0], [0, 0], [0, 0, 0], [0, 0, 1, 0], [0, 0, 1], [1, 0], [1]]",-7.5432219258339
"[[0], [0, 0], [0, 0, 0], [0, 0, 1, 0], [1, 0, 1], [0, 0], [0]]",-9.0999969192252
"[[0], [0, 0], [0, 1, 0], [0, 0, 0, 0], [1, 0, 0], [0, 0], [0]]",-9.999999999989999
"[[0], [0, 1], [1, 1, 1], [1, 1, 1, 1], [1, 0, 1], [1, 1], [1]]",-0.3012897016814195
"[[1], [0, 0], [1, 1, 0], [1, 1, 1, 1], [1, 0, 1], [1, 1], [1]]",-0.1710000282429536
"[[1], [0, 0], [0, 1, 1], [1, 0, 1, 1], [0, 0, 1], [1, 1], [1]]",-4.726684390661087
"[[1], [0, 0], [1, 0, 0], [1, 0, 1, 1], [0, 0, 1], [1, 1], [1]]",3.7351393100000014
"[[1], [1, 0], [0, 0, 0], [0, 0, 1, 1], [0, 0, 1], [1, 1], [1]]",-1.9742235514029414
"[[0], [0, 0], [1, 0, 0], [0, 0, 1, 1], [0, 0, 1], [1, 1], [1]]",-1.0986996065956023
"[[0], [0, 0], [1, 0, 0], [0, 1, 0, 0], [0, 0, 1], [1, 1], [1]]",-0.6584689090914391
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 1, 1], [1, 1], [1]]",-1.7763786262619405
"[[0], [0, 0], [0, 0, 0], [0, 0, 1, 0], [0, 0, 1], [0, 1], [1]]",-0.1881
"[[0], [0, 0], [0, 1, 0], [0, 0, 0, 0], [0, 0, 0], [0, 1], [1]]",-8.2799271
"[[0], [0, 0], [0, 1, 0], [0, 0, 0, 0], [0, 0, 1], [0, 0], [0]]",-9.99999
"[[1], [1, 1], [1, 1, 0], [1, 1, 1, 0], [1, 0, 1], [1, 1], [1]]",2.1067249012910008
