Policy,Eligibility
"[[0], [0, 0], [1, 0, 1], [1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]3,0,1,0",-10.36783302216641
"[[0], [1, 0], [0, 0, 1], [0, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]3,2,5,4",-10.345952558103273
"[[0], [1, 0], [0, 0, 1], [0, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]3,3,1,1",-10.340011597758451
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]5,2,3,0",-10.26677901615543
"[[0], [1, 1], [0, 0, 0], [1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]5,4,5,2",-10.25652059914262
"[[0], [1, 1], [0, 0, 0], [1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]5,5,7,3",-10.19959091859401
"[[0], [1, 1], [0, 0, 0], [1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,0,2,0",-10.163304451848619
"[[0], [1, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,2,4,1",-10.191509662171685
"[[0], [1, 1], [1, 0, 0], [0, 0, 0, 0], [0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]8,2,6,4",-10.208783786655777
"[[0], [1, 1], [1, 0, 0], [0, 0, 0, 0], [0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]1,0,3,0",-10.250352145587557
"[[0], [0, 1], [0, 0, 0], [1, 0, 0, 0], [0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]3,0,5,2",-10.219297027799183
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]5,1,5,3",-10.191334439220274
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]4,2,6,3",-10.17174516362118
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]6,0,6,2",-10.172023547223263
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]6,3,6,1",-10.160044646568798
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0], [1, 1, 0], [1, 1], [1]]8,0,6,0",-10.049613002762788
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0], [0, 1, 0], [1, 1], [1]]7,1,5,1",-10.0883597130102
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 0], [0, 1, 0], [1, 1], [1]]6,0,4,1",-10.086765796325976
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 1, 0], [0, 1, 0], [1, 1], [1]]8,1,6,3",-9.978268568353684
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 0], [0, 0, 0], [1, 1], [1]]6,4,6,2",-10.065013561576368
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 0], [0, 0, 0], [1, 1], [1]]10,0,8,0",-9.974713113791944
"[[0], [0, 1], [0, 0, 0], [0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 0], [1, 0, 0], [0, 1], [0]]None",-9.990160644181968
"[[1], [1, 0], [1, 1, 1], [1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,3,3,1",-10.481351431288987
"[[1], [1, 0], [1, 1, 1], [1, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,4,4,2",-10.470150962408244
"[[1], [1, 0], [1, 1, 1], [1, 1, 0, 1], [1, 0, 1, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,2,4,1",-10.479147777130276
"[[1], [1, 0], [1, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,3,2",-10.48131577941075
"[[1], [1, 0], [1, 1, 1], [0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,2,5,2",-10.446579881423771
"[[1], [1, 0], [1, 1, 1], [0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,4,6,2",-10.403039055822015
"[[1], [1, 0], [1, 1, 1], [0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,1,4,2",-10.324662395023585
"[[1], [1, 0], [1, 1, 1], [0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]1,0,3,0",-10.329052441114783
"[[1], [0, 0], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,1,5,3",-10.317872257472635
"[[1], [0, 0], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 1, 1], [1, 1, 1], [1, 1], [1]]9,1,7,1",-10.316569546387733
"[[1], [0, 0], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1], [1, 0, 1], [1, 0], [1]]2,2,2,0",-10.347117464585603
"[[1], [0, 0], [1, 0, 0], [1, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1], [1, 0, 1], [1, 0], [1]]3,0,1,0",-10.277412610068888
"[[1], [1, 0], [0, 0, 0], [0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1], [1, 0, 1], [1, 0], [1]]5,0,3,0",-10.224549597112432
"[[1], [1, 0], [0, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1], [1, 0, 1], [1, 0], [1]]8,2,6,4",-10.209458253913343
"[[1], [1, 0], [0, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]5,4,5,2",-10.251742240083217
"[[1], [1, 0], [0, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]0,0,2,0",-10.223625527831734
"[[0], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]2,0,4,0",-10.232165711916089
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]4,0,6,1",-10.210910115230888
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]4,1,4,3",-10.170718146630318
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]6,1,4,2",-10.160910335919723
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]3,3,5,3",-10.11930623991564
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]4,2,6,3",-10.098555952786938
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]5,5,7,3",-10.12510325218025
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 1, 1], [1, 0, 0], [1, 0], [1]]7,3,5,3",-10.110658235766337
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0], [1, 1, 1, 0], [1, 0, 0], [1, 0], [1]]7,1,7,3",-10.033996237129166
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0], [1, 0, 0, 1], [1, 0, 0], [1, 0], [1]]7,0,5,0",-10.052544163819357
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1], [1, 0, 0], [1, 0], [1]]9,0,7,0",-10.052324384460658
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 1], [0, 0, 0], [0, 0], [1]]None",-9.990139206672415
"[[1], [1, 1], [1, 1, 1], [1, 1, 1, 1], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]6,2,4,1",-10.474089840732157
"[[1], [1, 1], [1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 0, 1], [1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]2,1,4,3",-10.496827639820784
"[[1], [1, 1], [1, 0, 1], [1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]3,0,3,2",-10.462943438509674
"[[1], [1, 1], [1, 0, 1], [0, 0, 1, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]1,0,3,0",-10.420592931687533
"[[1], [0, 1], [0, 0, 1], [1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]5,3,3,1",-10.442979496943593
"[[1], [0, 1], [0, 0, 1], [1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]5,5,5,3",-10.419499681207807
"[[1], [0, 1], [0, 0, 1], [1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]9,0,7,2",-10.48341959895587
"[[1], [0, 1], [0, 0, 1], [1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]2,2,4,2",-10.370052412181229
"[[1], [0, 1], [0, 0, 0], [1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]0,0,2,2",-10.342516746653796
"[[0], [0, 0], [0, 0, 1], [1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]3,3,1,1",-10.417322765392095
"[[0], [0, 1], [0, 0, 0], [1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]3,0,5,2",-10.281897398243666
"[[0], [0, 1], [0, 0, 0], [0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]6,0,6,2",-10.267794429723413
"[[0], [0, 1], [0, 0, 0], [0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]4,2,2,0",-10.197366944578707
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [1, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]5,3,3,3",-10.207391317265735
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1], [1, 0, 1], [0, 1], [1]]7,0,9,0",-10.23557681780836
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 1], [0, 0, 1], [1, 1], [1]]7,3,5,5",-10.16703262867105
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0], [0, 1, 1, 0], [0, 0, 1], [1, 1], [1]]6,2,8,0",-10.093550316896529
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 0, 1, 0], [1, 0, 1], [1, 1], [1]]4,4,2,2",-10.030079064315867
"[[0], [0, 1], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 0, 1, 0], [1, 0, 1], [1, 1], [1]]9,0,7,0",-10.00649786877642
"[[0], [0, 1], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 1, 0], [0, 0, 1], [0, 1], [1]]1,1,3,3",-10.016980387388417
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 1, 0], [0, 0, 1], [0, 1], [1]]8,2,6,2",-10.050951312105619
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0], [0, 1], [1]]10,0,8,2",-10.08934848406548
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 0], [0]]6,2,4,1",-10.066808595876218
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 0], [0]]5,0,3,0",-10.070085099416302
"[[0], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 0], [0]]3,0,5,2",-10.057378617246599
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 0], [0]]None",-9.990071826576814
"[[1], [1, 1], [1, 1, 1], [1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,4,4,2",-10.501480745985033
"[[1], [1, 1], [1, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,5,5,3",-10.49716206923917
"[[1], [1, 1], [1, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]1,0,3,2",-10.454054623068274
"[[1], [0, 1], [1, 0, 1], [1, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]2,2,4,4",-10.440206103306682
"[[1], [0, 1], [1, 0, 0], [1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]0,0,2,2",-10.422933970991226
"[[0], [0, 0], [1, 0, 1], [1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,1,0",-10.49164026581374
"[[0], [1, 0], [0, 0, 1], [0, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,1,3,3",-10.464659040113034
"[[0], [1, 0], [0, 0, 1], [0, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,3,1,1",-10.46287745257187
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,1,4,3",-10.398774002272726
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,2,5,4",-10.387260899959179
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,4,4,2",-10.303597489736573
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,4,4,3",-10.316017311111914
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 1, 1, 0], [1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,2,4,4",-10.259071148540855
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,0,3,0",-10.299834209899755
"[[0], [1, 1], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,0,4,1",-10.226759095706152
"[[0], [1, 1], [0, 0, 0], [1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,5,2",-10.151450738232494
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,1,4,2",-10.142683702386842
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,3,5,3",-10.109078384960355
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]4,2,6,3",-10.076116562021994
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]7,1,5,3",-10.106188149120548
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0], [1, 0, 1, 0], [1, 1, 1], [1, 1], [1]]7,2,5,4",-10.079460474827306
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0], [1, 0, 0, 0], [1, 1, 1], [1, 1], [1]]4,4,6,3",-10.044697940944568
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0], [1, 0, 0, 0], [1, 1, 1], [1, 1], [1]]5,3,7,3",-10.09063212265818
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 1], [1, 1, 1], [1, 1], [1]]8,0,6,0",-10.02184791033715
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 1], [0, 1, 1], [1, 1], [1]]10,0,8,0",-10.011244133639755
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 1], [1, 1, 1], [0, 1], [0]]8,2,6,4",-10.017078055306861
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0], [1, 1, 0], [0, 1], [0]]8,0,8,2",-10.055072065023401
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0], [0, 0, 1], [0, 1], [0]]8,2,10,0",-10.002872562843606
"[[0], [1, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0], [0, 0], [1]]None",-9.99010799354198
"[[1], [1, 1], [1, 1, 1], [1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 1], [1, 1], [1]]2,1,4,1",-10.442260050099582
"[[1], [1, 1], [1, 0, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 1], [1, 1], [1]]5,1,3,1",-10.373128977246346
"[[1], [1, 1], [1, 0, 1], [1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1], [1, 0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 1], [1, 1], [1]]9,1,7,1",-10.292844775382326
"[[1], [1, 1], [1, 0, 1], [1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1], [1, 0, 1], [1, 0], [1]]5,3,5,1",-10.343788887151348
